title,artist_name,track_mbid,date,length,genre_dortmund,genre_rosamerica,genre_tzanetakis,sad,happy,party,relaxed,acoustic,danceable,tonal,bright,instrumental,decada,longitud_titulo,pca_1,pca_2,pca_3,pca_4,pca_5,cluster,anomaly
Turbulent Serenity,Anne Dudley,0a7d9d61-4a06-4b15-8b56-76a4d01ed887,2001,3.2966529846166663,Blues,Classic,Jazz,0.767676651478,0.258032619953,0.363045662642,0.785597085953,0.488787472248,0.0227065589279,0.025190167129,0.0060760313645,0.809591710567,2000,18,0.9211549825410781,-1.7089413156116382,-0.7911448255212394,-1.098444394351819,0.5061678285639752,1,1
Music on Canvas feat.Tabitha - Upside Down,Music on Canvas feat.Tabitha,0cca6e77-b1f1-4908-904f-377472112558,2011,4.495238240566667,Electronic,Rhythmic,Jazz,0.691787958145,0.0628210157156,0.0727409273386,0.772380828857,0.989682018757,0.113041721284,0.991250574589,0.651611626148,0.996567487717,2010,42,2.5796598268559765,-1.4292398436333837,0.7630800100490472,1.6149723582673994,0.4326218470767363,1,1
Beggers and Choosers,Soul Asylum,1a66e1fa-3320-4290-b7b8-0baf936fc99c,1988,2.9823130289666664,Electronic,Rock,Jazz,0.0604560598731,0.475373327732,0.551840424538,0.0571285933256,0.0186674445868,0.015643492341,0.97046238184,0.476402550936,0.00617339788005,1980,20,-1.1592627959121402,2.250505080956214,-0.5410330858593769,-0.16200299503176233,0.49267734147838405,0,1
Safari Ya Muziki,Onipa,0c2459db-357f-4d16-86a5-ed4feff63e9d,2020,5.555640157066667,Electronic,Pop,Jazz,0.443782806396,0.168203502893,0.245432153344,0.771387636662,0.700633466244,0.841434299946,0.580996096134,0.99998575449,0.943224549294,2020,16,0.4009667603864621,-1.553497979617244,1.2228394405921728,1.1322374643151722,-1.327997955365637,1,1
The Sharpest Corner (Hollow),Alison Moyet,0f48ea11-e20c-4ddd-8881-62a432c90d6b,2007,4.272762044266667,Electronic,Rock,Jazz,0.568017780781,0.663110971451,0.147207975388,0.764621794224,0.885165572166,0.0884932428598,0.877204954624,0.713891506195,0.0754792168736,2000,28,1.790763656254528,0.6953076505784913,1.1320215628229673,0.40980891466037406,0.6250543397208773,1,1
Mango Pickle Down River (with the Wilcannia Mob),M.I.A.,0eb8d63f-33d8-4951-b9fe-57813cd7a24e,2007,3.896163177483333,Electronic,Rhythmic,Jazz,0.191901415586,0.0198280643672,0.519794821739,0.80807864666,0.179168850183,0.979109704494,0.958171069622,0.0387087054551,0.469620227814,2000,48,-0.9029395580109568,-1.228797121718004,-0.19684376382528623,1.086238787704228,1.4437316100051203,0,1
Too Much,Rizzle,1b4f8b61-8310-402a-924d-1771199f3fc9,2022,4.597702026366666,Electronic,Dance,Jazz,0.267806142569,0.636532843113,0.029497506097,0.808796644211,1.70689645529e-07,0.999611675739,0.00482481624931,0.106724716723,0.0857322439551,2020,8,-1.6374979822419582,-1.568369523142894,1.033293776073446,-1.0085251939438085,-0.13261618763684319,0,1
I Wanna Pick You Up,The Beach Boys,1a5bac3a-d452-4d2d-9ec6-42e86c267c1b,1977,2.6337778727166663,Rock,Rhythmic,Jazz,0.406323164701,0.577419340611,0.106507278979,0.795869231224,0.832858383656,0.295047730207,0.866571903229,0.98827445507,0.0102862436324,1970,19,1.9307401294880968,2.3899467910008525,-0.6505421125491015,-0.3550000523570415,0.16215296434501017,1,1
Iarna în Ardeal,Vasile Mardare,0ede317e-b29c-409b-8470-0263ef1ee5ae,2007,2.65404078165,Folkcountry,Classic,Jazz,0.874985337257,0.0347842648625,0.0387598313391,0.925610601902,0.990472793579,0.034260917455,0.264406174421,0.0651654675603,0.000217487046029,2000,15,2.344507368506183,-1.4583761960148636,0.2556613950096027,-2.2197248445668585,1.0152976471175863,1,1
If I Had A Choice,Silverstone,0a3d0674-84b9-4686-9e3a-8453b9351c6c,2001,3.73681640625,Electronic,Dance,Jazz,0.225675374269,0.408422887325,0.798760473728,0.515486419201,0.00990292057395,0.999877274036,0.925169944763,0.280254751444,0.874262034893,2000,17,-1.8458158407043115,-0.06948649580919407,-0.2190396078858101,0.6577207260552884,-0.7708309301669487,0,1
Bossa 2,Adrian Sherwood,0e64f373-200a-49f7-9065-29ef1601f5d2,2012,3.6784762064666663,Electronic,Rhythmic,Jazz,0.438014894724,0.306387871504,0.416153371334,0.883126199245,0.634201169014,0.996365725994,0.00663759605959,0.275035977364,0.624967932701,2010,7,-0.5451601924181569,-1.7499713097045146,0.1405406697762358,-1.0552393681563101,-0.4751519927323379,0,1
Jean petit qui danse (musique),[anonymous],0eb94530-d0f6-4b8f-b52e-0e4bf420431a,2004,1.3244082132983332,Jazz,Jazz,Jazz,0.707264721394,0.164274990559,0.0763137340546,0.910217761993,0.973312318325,0.515534460545,0.971284925938,0.190372109413,0.830260753632,2000,30,2.2569971961523594,-1.0151761488443356,0.39638799155283183,-0.20092533100933135,0.470142692528669,1,1
Paralyzed,Legendary Stardust Cowboy,0f445739-c0e4-4426-949e-b8db85604d6c,2003,2.34405441285,Electronic,Jazz,Jazz,0.125252187252,0.870579004288,0.256163239479,0.0280490070581,0.436434239149,0.692793250084,0.0365105085075,0.50979334116,0.00296818232164,2000,9,-1.7330893066980186,1.2907084485009621,0.5056542939288343,-1.1294636766055959,0.314319336624864,0,-1
Berg Und Tal (instrumental),Wassermann,0ad762ae-3a6f-454d-9b9a-326601fdfb05,2009,6.763102213533333,Electronic,Rhythmic,Jazz,0.377860069275,0.176157265902,0.0892259925604,0.978220403194,0.0907296836376,0.997153580189,0.00458383373916,0.722826719284,0.91223859787,2000,27,-0.3490238060603275,-2.074549560442947,-0.8000870465539294,1.1788043429651218,-0.4342765655618473,0,1
Express Yourself,Madonna,0fd183b7-e2ac-4e0f-8a2f-7f3ad9055c82,1989,4.07118377685,Electronic,Dance,Jazz,0.0395463705063,0.767989993095,0.954450011253,0.0816843435168,5.44313388673e-06,0.999345541,0.00382155831903,0.316835194826,0.237658590078,1980,16,-3.3731175194351044,1.4145465387178813,-1.4993369218831123,-0.34879326957866874,0.45512396190684445,0,1
Wednesday Night Prayer Meeting,Shenandoah,0ecafcb6-de61-4fc4-8ea2-8ed042a25baa,1992,3.7381225586,Electronic,Jazz,Jazz,0.743113696575,0.357211828232,0.034312646836,0.860437870026,0.970850050449,0.098759457469,0.993204414845,0.995799779892,0.0410813987255,1990,30,2.9501090129023013,1.045470061779711,0.5358328172901363,0.28214241441651444,0.6252728318902863,1,1
Sliding Doors,Olly Murs,1a80c83e-8c17-4b96-801e-484dfee8c9cf,2012,3.9488436381,Electronic,Rock,Jazz,0.129864886403,0.256612658501,0.105069577694,0.733215153217,0.00519386306405,0.999691009521,0.926390945911,0.98766797781,0.135061010718,2010,13,-0.8341369288333413,0.1659201029315175,1.387410433919947,0.3395130845380427,-0.9308904717744035,0,1
Sweetheart,Allan Rayman,0a474c58-6cc0-4492-9aab-54b009d31a94,2017,3.5278851827,Electronic,Rhythmic,Jazz,0.361087799072,0.0252356026322,0.511641740799,0.951966226101,0.242992192507,0.928051412106,0.0434744767845,0.229181185365,0.332163721323,2010,10,-1.1567135513276148,-2.0423532822017565,0.20445974266023328,-1.363581667857284,-0.0011217022266427912,0,1
初恋,BeForU,0a40b18a-773c-4352-b784-42e4e1ae70d8,2006,5.719510396316666,Electronic,Pop,Jazz,0.381848454475,0.760676324368,0.416857779026,0.317413836718,0.187707856297,0.479499876499,0.611932516098,0.985974431038,0.997015595436,2000,2,-0.6846799568167788,0.6581843929494275,0.25635125998309144,1.073451600308326,-2.095003823836696,0,1
Gimme! Gimme! Gimme!,ABBA,00e42b48-ed41-4655-bfb2-7ae049361e28,1999,4.880108642583334,Electronic,Pop,Hip-Hop,0.320237278938,0.519073069096,0.000127914958284,0.808817088604,0.00364926387556,0.0199785847217,0.0431597568095,0.999995946884,0.997291922569,1990,20,0.5118181511295412,-0.3174310644712254,-0.9263058559379038,0.768441057384134,-0.60157612644191,1,1
Coyotes (From A Girl In New York Sessions),Jason Mraz,1bac5aa6-b741-4731-8bc8-62a3f203d438,2008,4.333714294433333,Electronic,Rhythmic,Jazz,0.329597353935,0.0619564130902,0.144942313433,0.989829301834,0.863836407661,0.326584905386,0.0583408586681,0.699033975601,0.109637081623,2000,42,1.1208475307710215,-1.2351927608366218,0.002226894823486309,0.07425268332674298,1.8442412058548148,1,1
Right,David Bowie,1bd4cc32-26a1-4d59-82c0-1adde11dc9f6,1975,4.22922439575,Electronic,Pop,Jazz,0.383052766323,0.247452765703,0.280396521091,0.506652891636,0.288974821568,0.249786615372,0.853552818298,0.599918246269,0.135704874992,1970,5,0.5324590168895517,1.579355248286811,-1.5189115542848994,-0.7602087839495703,-0.7203806117987378,1,1
The Mezzanine,Tomas Dvorak,0e432baf-949f-44f3-b206-cad54d37249f,2009,2.2487075805666668,Electronic,Classic,Hip-Hop,0.895533561707,0.183194428682,0.0471356250346,0.992446064949,0.789367139339,0.0621371529996,0.00692737288773,0.00046433051466,0.0945402234793,2000,13,1.9570295087941034,-1.6252001631513728,0.11854116127843332,-2.470992445510633,1.0340027756926324,1,1
Sixteen Straws,The Drones,0b5e79f5-0e1e-4b21-9463-ac41e7076f96,2006,9.591727701816666,Electronic,Jazz,Jazz,0.43681871891,0.0314148440957,0.0357227697968,0.988615572453,0.980474531651,0.0468934290111,0.46813544631,0.685600757599,0.0965488925576,2000,14,1.7931502856732364,-1.4965400525354529,-0.2593749049288826,0.4654345097214242,-0.6103962507237438,1,1
Protein,Jeshi feat․ Obongjayar,00a07af2-8c5d-4cd3-a5a9-7b4e76a66c27,2705,2.92199961345,Electronic,Rhythmic,Jazz,0.360899358988,0.00620901258662,0.737698376179,0.159092187881,0.0740417987108,0.995330929756,0.0221373699605,0.0660309046507,0.666038870811,2020,7,-7.384994657971789,-14.515929849036596,22.29666111743201,0.7451038864621395,-0.6179506294292509,0,1
I Wanna Be Sedated,Ramones,1a8017f5-7400-48a4-b7ce-24aa89b91c05,2018,2.497306060783333,Electronic,Rock,Jazz,0.226746886969,0.904574215412,0.485697031021,0.0323867835104,0.0661803930998,0.374736189842,0.996133565903,0.191323235631,0.211451947689,2010,18,-1.7197020073043743,1.1791784707741957,1.6606737865636152,0.06398293290378262,0.2328161837510836,0,1
Romeo and Juliet,Dire Straits,1a78fdc6-2156-44a9-a5a8-681fd1871d4d,1998,7.514993286133333,Electronic,Rhythmic,Jazz,0.373038321733,0.326619565487,0.149593919516,0.890626192093,0.594178080559,0.184342205524,0.903555631638,0.849850535393,0.962282121181,1990,16,1.45158757625979,-0.39455367350811393,-0.6902150898513413,1.6244198198747686,-1.5658888217517255,1,1
The Underbelly,Died Pretty,0d26062e-ce30-4f06-bc42-fa2e6abc2d51,1990,6.41697947185,Electronic,Rock,Jazz,0.290879309177,0.680921673775,0.673015534878,0.469017773867,0.0217595435679,0.700100541115,0.302074849606,0.940166592598,0.182023659348,1990,14,-1.5399790144559489,1.232469296420875,-0.6508389956180507,0.5927253856278405,-0.44452893317009007,0,1
De Pura Cepa-Instrumental,Orquesta Juan D'Arienzo,0aaf55c5-e178-4613-99dd-363e70d64e2c,1935,2.7619995117166667,Folkcountry,Classic,Jazz,0.700614750385,0.96756029129,0.359712481499,0.674415290356,0.825793623924,0.0177705045789,0.903495788574,0.999998092651,0.656636893749,1930,25,2.9659689711478694,4.370832714544611,-3.6105300864066256,0.463366067440022,0.06967931636041376,1,1
Dubshed,Adrian Sherwood,1a632247-fb0f-49fc-a070-b9583a0c99f7,2006,4.745578002933333,Electronic,Hip-Hop,Pop,0.294889628887,0.0712746307254,0.0825973078609,0.770008325577,0.0212970469147,0.986268103123,0.167495846748,0.416260272264,0.539384007454,2000,7,-0.9107322568614297,-1.5334708420131289,-0.5341517777067453,-0.6271107082683669,-0.8902492910617495,0,1
Gamble Everything for Love,Ben Lee,0a0868ff-cc35-4077-9047-755cc2bf49fb,2005,3.3615236918166667,Electronic,Rhythmic,Jazz,0.605487823486,0.208507344127,0.000117285926535,0.808817505836,0.255154460669,0.591828763485,0.931592345238,0.882847487926,0.932408630848,2000,26,1.303844802703673,-0.4639008961921861,0.4385460746962646,1.0203474737796319,-0.6416918195670729,1,1
Quand T'es Dans Le Désert,Jean-Patrick Capdevielle,0d10d0fe-97fb-46ee-a81b-db9d1c10917a,1981,3.61926523845,Electronic,Dance,Jazz,0.256991356611,0.338274717331,0.628611922264,0.377396523952,0.451582252979,0.523465037346,0.90263158083,0.673785924911,0.0931435003877,1980,25,-0.3359059097748642,1.7740205482069524,-0.7907269566295588,0.17650263055286508,0.48766702363485226,0,1
Rocket,Goldfrapp,0c5603e5-718b-4192-8937-89aef8d412d5,2010,3.8521903991666666,Electronic,Dance,Hip-Hop,0.563797950745,0.611427843571,0.20392614603,0.813985228539,0.00969346705824,0.999720275402,0.215409547091,0.991063475609,0.138953849673,2010,6,-0.6213866999652489,0.059726055106851264,1.1512874492617886,-0.5338479689069647,-0.7366042237492357,0,1
TASTE IN MEN,Placebo,0bab8882-1f1d-4d36-a40a-caaad7a0195c,2000,4.25099309285,Electronic,Rock,Jazz,0.0544454343617,0.214148119092,0.6458517313,0.0606680773199,0.03166025877,0.102733507752,0.0533666498959,0.00204571103677,0.0257759932429,2000,12,-2.3709284748938115,-0.2664382592810543,-0.724399627294506,-1.3285250014312664,0.7451744501183596,0,1
How Do I,Drew Davis Band,1a3b972a-ea25-4a29-be32-7e9891ab0c45,2008,3.7424761454333337,Electronic,Pop,Jazz,0.557627737522,0.481690824032,0.317130684853,0.968083500862,0.567529261112,0.679810583591,0.82348972559,0.975561499596,0.174721777439,2000,8,0.8649030689157677,0.5419084151744948,1.1328921995540484,-0.26013499687173464,-0.856140687727003,1,1
GoldFrapp - UK Girls (Physi,Goldfrapp,0f6008be-1b42-45ae-bab0-0dafdba89a4f,2001,4.802176920566667,Electronic,Rhythmic,Rock,0.480243325233,0.455061733723,0.196197450161,0.905407011509,0.28586769104,0.986069083214,0.189198225737,0.0974173843861,0.387614935637,2000,27,-0.36726762860546774,-1.278374152946289,-0.5314715827289982,-0.11598199141963204,0.6593730375857713,0,1
Romeo and Rebecca,blink‐182,0d8cae3b-bd05-4e70-aa0f-93f04a79abb2,1995,2.5678367614666664,Rock,Rock,Jazz,0.0921204462647,0.93934482336,0.886432826519,0.646526992321,0.00480490736663,0.831700205803,0.353916734457,0.716947257519,0.00655008899048,1990,17,-2.219290749030451,1.9314807701783478,-0.012466911498563124,-0.364071448747248,0.4484785610054076,0,1
"Straight, No Chaser",Thelonious Monk,0b8f5fc4-6814-40d8-ba4c-88ab995f4dc6,1967,11.474449666333332,Electronic,Jazz,Jazz,0.361510396004,0.0928753614426,0.212612912059,0.988421559334,0.864621579647,0.61642742157,0.441982477903,0.982482135296,0.986842811108,1960,19,1.6307293034204335,-0.3885327148233285,-3.678199913885176,2.237200564453292,-1.7163156782365143,1,1
In the Woods of Kroandal,Andreas Vollenweider,0a1091a4-d4ba-420a-9f0c-fd564a410c3c,2006,3.05589116415,Folkcountry,Classic,Jazz,0.914225578308,0.201831698418,0.00591102987528,0.994340598583,0.981047928333,0.0138743836433,0.699213147163,0.896914303303,0.64017701149,2000,24,3.2825095543296507,-0.5757704738302194,0.74168630946037,-0.014450180167963808,0.04658221990755452,1,1
Church,De La Soul,0e6df46b-f99c-495e-b6d1-7d61d8f6b08b,2004,5.55058492025,Electronic,Jazz,Jazz,0.434083461761,0.0621694102883,0.464923471212,0.906750202179,0.388092130423,0.62938606739,0.84310311079,0.952517688274,0.911931157112,2000,6,0.42069289117172254,-0.7043402078944465,-0.01710071846239065,0.6749975979950253,-1.9211389371902974,1,1
East St. Louis Baby,Professor Longhair,0c590377-bb7e-4948-bc93-e91037b88601,2011,2.7733329773,Folkcountry,Classic,Jazz,0.613081872463,0.689894616604,0.0268968436867,0.808622896671,0.961109995842,0.13042780757,0.149500057101,0.840494215488,0.928871691227,2010,19,1.8120231616760263,-0.6031749247817524,0.8791464808912554,0.024849863209755307,-0.18106917360487418,1,1
I'm Lonesome Without You,Ralph Stanley,0d51d621-ab5a-41b2-ab39-ed4819cc2c90,2004,2.7763809204166665,Folkcountry,Classic,Jazz,0.795655727386,0.857457637787,0.339515000582,0.804827988148,0.813102006912,0.0461323224008,0.994307935238,0.995468974113,0.0396573208272,2000,24,2.1013806309989995,1.6974658710323405,1.6740209941744353,0.1608580705885486,0.47509764997453435,1,1
Act I - Tolstoy - Scene 1,Philip Glass,0d5082be-0409-47cd-9cd3-56d8e4ccb86d,1985,18.788572184166664,Electronic,Classic,Jazz,0.352221548557,0.123905308545,0.0549777150154,0.966886341572,0.402362078428,0.0315430946648,6.14069176663e-06,0.545233845711,0.997452557087,1980,25,0.8327725687756309,-2.9327091514906436,-3.921173919324939,3.7625028485227894,-1.7092078831719872,1,1
She Is My Strength,Robin Guthrie & Harold Budd,0c49e35f-0543-465f-9024-f4408e99415f,2007,2.882176971433333,Electronic,Classic,Classic,0.720449268818,0.0147687699646,0.00291317794472,0.999994814396,0.862317800522,1.07829609988e-05,0.132121533155,0.0209457352757,1.0,2000,18,2.1895583084788584,-2.525376229801783,-0.6466700754529916,-1.1492708993335674,0.20879331015078756,1,1
Where Have You Been,Dailey & Vincent,01f509a7-2df0-447d-9f07-3b2c0af71336,2013,4.048979695633333,Electronic,Classic,Jazz,0.724766135216,0.527929604053,0.0442195571959,0.967452704906,0.947318196297,0.14085765183,0.983374774456,0.999990820885,0.0952923670411,2010,19,2.5102472382574326,0.32690592534069407,1.9901161368001967,0.17590909778329727,-0.1552181079721428,1,1
The Mincer,King Crimson,0d6e15e3-b839-40c9-941f-b3e64bc06e0f,1974,4.189605458583333,Electronic,Rhythmic,Jazz,0.61862462759,0.0323362275958,0.0436384752393,0.966595113277,0.888130366802,0.170914679766,0.330986142159,0.882318019867,0.923915803432,1970,10,2.6657142096177724,-0.08429843908228203,-2.2230993777937424,-0.43965747768868696,-0.9816632975485234,1,1
Country Mike's Theme,The Beastie Boys,1ae5cd28-43b5-48b9-9601-0c4707a98022,1999,0.5934149424233334,Rock,Pop,Jazz,0.197749197483,0.960211217403,0.532813072205,0.133019760251,0.123859725893,0.232119545341,0.982541620731,0.984687507153,0.0106221698225,1990,20,-0.8710295648941573,3.307011108332416,1.1734770956460612,-0.046301939417284645,0.4277422536515511,0,1
"But I Might Die Tonight (Movie Version / From ""Deep End"" Original Motion Picture Soundtrack)",Yusuf / Cat Stevens,0c5cdfbc-619b-4ec8-8f3d-8d495b6cb1bd,2020,2.523777771,Electronic,Jazz,Jazz,0.682474315166,0.30951911211,0.0883784517646,0.982523322105,0.596870601177,0.103465221822,0.909200072289,0.282759964466,0.0619025155902,2020,92,2.0304340171699597,-1.3080271268466515,1.883581607222955,2.069419017651918,4.699575659927405,1,1
Mojo Rising,The Doors,0e744e3a-4fe4-4172-a2e2-f8de9e7bf3a8,1971,7.827156575516667,Electronic,Rhythmic,Jazz,0.346924364567,0.520624935627,0.510013341904,0.0441119633615,0.319690495729,0.4099586308,0.998579025269,0.554744005203,0.709698915482,1970,11,-0.3932695945325773,1.6935546217825557,-2.189869630787751,1.3885185214095994,-1.444992513404982,0,1
Nur Geträumt,Nena,1c09bb87-1fc1-464c-b45f-4fd0835b25c0,1983,3.61317011515,Folkcountry,Pop,Jazz,0.264379829168,0.799774944782,0.217517882586,0.200772628188,0.105245038867,0.976184904575,0.993006765842,0.992113232613,0.153765410185,1980,12,-0.7973363444462974,2.830135708113143,-0.15860373535627775,0.5077942131891364,-0.8676096577521227,0,1
World Falls Apart,Dash Berlin,0f373501-b337-4358-b1e3-c1a8b9e9ee0d,2012,5.418666585283333,Electronic,Dance,Jazz,0.358973413706,0.32398301363,0.577984571457,0.552108168602,0.120779313147,0.998930871487,0.0702414736152,0.212810501456,0.161738142371,2010,17,-1.9848623519837787,-1.2432087778559238,0.11818613310303548,-0.44236830138359634,0.3330579702401538,0,1
Jacob's Dream,Hans Vollenweider & Andreas Vollenweider,0aca1e6d-e122-4f1d-b799-3b0f11f0f4eb,2008,2.184272003166667,Electronic,Classic,Jazz,0.961176395416,0.0113271065056,0.0127100143582,0.975266635418,0.969270288944,0.0134968403727,0.993673503399,0.132357299328,0.99999910593,2000,13,3.2398826298204715,-1.6281070958230082,0.32021406655765244,-0.8348998376366603,-0.5951663835687272,1,1
The Wanderer,Dion,0beb23d4-0521-4166-aa77-de4da01e3bec,2021,2.72761917115,Folkcountry,Classic,Jazz,0.123786337674,0.99786478281,0.806338071823,0.0706056654453,0.0358340553939,0.044945217669,0.24347704649,0.996320962906,0.0140468366444,2020,12,-2.3589008240852545,1.6170243940719529,2.167175031880692,-0.2196046681506597,0.2794044731828721,0,1
The Collapse of Pride,Atlus Sound Team,001fd523-d6a1-42f7-962a-d71d36b74a00,2008,1.5919999440516668,Rock,Rock,Jazz,0.213719576597,0.775856256485,0.898508131504,0.733612596989,0.0434955582023,0.820310771465,0.383640021086,0.00863061845303,0.973414778709,2000,21,-2.036264165968756,-0.32680047826619923,-0.2364812879890867,-0.15711132398983949,0.21982384791756895,0,1
What You Waiting For,Gwen Stefani,00b0f9ec-6bff-449e-98ea-50ac5129f215,2012,3.73681640625,Electronic,Pop,Jazz,0.212108209729,0.474756658077,0.903089523315,0.321205765009,0.0150501783937,0.975331902504,0.0498821772635,0.89810448885,0.0684473440051,2010,20,-2.768955737997793,0.3955231102343835,0.8112071650266741,-0.08683524563529063,0.5130408563755163,0,1
Memorabilia,Soft Cell,0a2976b5-ec16-4644-ad07-d05e1f59f3d7,2010,4.8155553182,Electronic,Dance,Jazz,0.20355245471,0.389574170113,0.562575995922,0.0314462147653,0.120503813028,0.772099792957,0.566945791245,0.929698944092,0.0341586433351,2010,11,-2.0507040026983323,0.8374076128819973,1.1232203058455723,0.20206319644783927,-0.4860998287740919,0,1
infra 3,Max Richter,0bc1a758-ff3a-42f7-8e95-07140bde4832,2010,3.0253334045333333,Electronic,Classic,Jazz,0.816918611526,0.0120871402323,0.000251982331974,0.999990582466,0.990953266621,2.79867464315e-07,0.993532657623,0.127570971847,1.0,2010,7,2.8921278242515074,-1.9750253178683534,0.6248793708676945,-0.7863561897321714,-1.0796128597344978,1,1
Ghost House,Lambert,1a374005-b98b-4ad7-8f3a-54ddb2e2de5d,2022,3.4821225484166667,Electronic,Classic,Classic,0.712333858013,1.04507398646e-06,0.000771007558797,0.995927035809,0.984403908253,9.53065864451e-06,0.983839511871,0.00661320006475,1.0,2020,11,2.4711222838752733,-2.6378435494225063,1.191329936706915,-0.5108455470331579,-0.8659570049724213,1,1
Seven Steps to Heaven,Miles Davis,0d8973d7-d96d-4757-824d-da84325c2855,1963,6.4156733195,Electronic,Jazz,Jazz,0.374057888985,0.417934000492,0.200714081526,0.804193019867,0.80076867342,0.531210660934,0.895063817501,0.999981760979,0.98304271698,1960,21,1.8435136497241096,1.4067782294244444,-2.644228014931392,1.6073446870247659,-1.254809620434847,1,1
Der legendäre Wixer-Blues vom 7. Oktober 1976,Georg Danzer,0ae4f19f-31ee-4787-8720-f5de979e3f51,1993,3.4738502502500004,Folkcountry,Classic,Jazz,0.882951915264,0.571014761925,0.119427882135,0.96930706501,0.985819995403,0.0384491384029,0.980599582195,0.941801309586,0.0712026432157,1990,45,3.28423449041623,1.1450053653016241,0.6546623638870307,0.8383444747877087,1.58807824244814,1,1
To Turn You On,Bryan Ferry,0ff3cccd-95a9-4256-bce2-f9a480c3b524,2000,4.285823059083333,Electronic,Rhythmic,Jazz,0.641622424126,0.242443412542,0.195939406753,0.955243349075,0.928299069405,0.214727893472,0.31530469656,0.812760412693,0.705091416836,2000,14,1.9221147238934018,-0.8253373224875293,-0.06843015971273092,-0.2497020887847236,-0.4934139629151605,1,1
Bomb Through the Breeze,Hannah Wicklund & The Steppin Stones,0e37d2e9-48be-476c-8c92-c1f9058dd16d,2018,2.742399851483333,Rock,Rock,Jazz,0.0397409312427,0.439094990492,0.800485670567,0.0165872778744,0.00587954837829,0.151335924864,0.128511354327,0.0727770775557,0.194734945893,2010,23,-2.7923476287701128,-0.2275546846260831,0.4893454007670356,-0.7343823370291609,1.3096896569923104,0,1
june gloom.,prima,1a49ed12-93ad-44fa-926f-82cb4b88544b,2007,2.40282999675,Raphiphop,Rhythmic,Hip-Hop,0.751726090908,0.0159520264715,0.053961224854,0.965528070927,0.554630935192,0.546675682068,0.081516996026,0.0911579951644,0.671650588512,2000,11,1.1675513201531857,-2.1522852880191086,-0.3937675029149674,-1.7109053315148381,0.013389137099870135,1,1
Afternoon of the Rhino,Mike Post Coalition,1b64ad25-f9c1-48de-af06-78232e193c3a,2015,2.3092244466166667,Electronic,Rhythmic,Jazz,0.30205231905,0.656358063221,0.843102455139,0.236169502139,0.0959448218346,0.694389939308,0.985692381859,0.840331673622,0.153740599751,2010,22,-1.7369875765283074,1.5171010219644527,1.8612647255153123,0.4663950660351141,0.1997768650530845,0,1
Meter,Pleiadians,0aafb00d-15eb-4ce1-b675-53f218b52899,1999,7.157115681966667,Electronic,Dance,Jazz,0.353201180696,0.479654371738,0.983349323273,0.47567820549,3.00000096379e-14,0.999999880791,1.50187429426e-06,0.0734618753195,0.0925034284592,1990,5,-2.7957136825201165,-0.37699354167620275,-1.321957450256702,-0.6805638187534763,-0.25137290898166864,0,1
Port of Amsterdam,David Bowie,0b22017e-c689-40a0-87b4-fc3f81f684f5,2000,3.34976882935,Blues,Rhythmic,Jazz,0.574911415577,0.358237892389,0.127197265625,0.152692258358,0.795620799065,0.116306863725,0.990439713001,0.864379346371,0.00127637898549,2000,17,1.2467006453808085,1.363758845309643,1.1630878987971,-0.16854015310135287,0.05398155804447199,1,1
When Lights Are Low,Miles Davis,0ebbf1ce-119a-4724-899d-3244edc2510b,1953,3.4860407511333333,Folkcountry,Jazz,Jazz,0.654341995716,0.318643093109,0.0319305434823,0.987734913826,0.969791591167,0.0817835554481,0.821533083916,0.995913624763,0.949590563774,1950,19,3.6134385328052567,1.7667726148636385,-2.9628097416126087,0.2712000025548689,-0.7466430222302944,1,1
You Keep Me Hangin' On,Kim Wilde,1b5225be-5af4-4ddf-b45f-b75d481f62e0,1981,4.253121693933333,Electronic,Pop,Jazz,0.314650386572,0.536085605621,0.708075582981,0.186708703637,0.0157825630158,0.767178475857,0.608938276768,0.970386981964,0.479354679585,1980,22,-1.3609855004164246,1.9529370517865496,-1.060664274872921,0.8658069635402921,-0.2100748189992503,0,1
Blood on the Stairs,Philip Glass,0ab2a24c-cc02-4a39-be7d-c5e753333707,1996,1.697959136966667,Electronic,Classic,Rock,0.69083738327,0.618558228016,0.176135987043,0.856153011322,0.188362419605,0.00833625346422,6.27901597383e-09,6.20368155069e-05,0.992623448372,1990,19,0.8603878706426471,-0.900940545038039,-1.1422344379988005,-1.08914698987586,0.49497252921773055,1,1
"Stem,long Stem",Dj Shadow,00c648b1-a555-47b5-918f-6f88fcb9f471,1994,7.790584818516667,Electronic,Classic,Jazz,0.538167715073,0.197812467813,0.0241092927754,0.981648206711,0.50791990757,0.0515316165984,0.766313910484,0.0808651819825,1.0,1990,14,1.6791974716701652,-1.7029650114594834,-1.5180407566084007,0.7208020024825199,-1.197851783892436,1,1
Fugga Millionaire,B.o.B,0be7d2fa-6e2b-4728-965e-3cb95e0e061f,2017,2.2035555521666668,Electronic,Rhythmic,Rock,0.839146077633,0.0626935213804,0.000380846176995,0.80882370472,0.00989346951246,0.0473891086876,0.0801746845245,0.214755892754,0.181150063872,2010,17,0.8375260171468981,-1.7992524358648567,0.6833863645094324,-1.8301841489807336,0.8931526396591599,1,1
